区域,指标名称,年份,指标值
上海市,单位GDP固定资产投资_元每万元,1995,6408.6
上海市,单位GDP固定资产投资_元每万元,1996,6600.2
上海市,单位GDP固定资产投资_元每万元,1997,5750.8
上海市,单位GDP固定资产投资_元每万元,1998,5169.1
上海市,单位GDP固定资产投资_元每万元,1999,4432.7
上海市,单位GDP固定资产投资_元每万元,2000,3918.7
上海市,单位GDP固定资产投资_元每万元,2001,3828.6
上海市,单位GDP固定资产投资_元每万元,2002,3809.5
上海市,单位GDP固定资产投资_元每万元,2003,3663
上海市,单位GDP固定资产投资_元每万元,2004,3821
上海市,单位GDP固定资产投资_元每万元,2005,3829.8
上海市,单位GDP固定资产投资_元每万元,2006,3688.9
上海市,单位GDP固定资产投资_元每万元,2007,3538
上海市,单位GDP固定资产投资_元每万元,2008,3428
上海市,单位GDP固定资产投资_元每万元,2009,3352.1
上海市,单位GDP固定资产投资_元每万元,2010,2976.2
上海市,单位GDP固定资产投资_元每万元,2011,2585
上海市,单位GDP固定资产投资_元每万元,2012,2535.8
上海市,单位GDP氨氮排放量_公斤每万元,2001,0.547
上海市,单位GDP氨氮排放量_公斤每万元,2002,0.548
上海市,单位GDP氨氮排放量_公斤每万元,2003,0.471
上海市,单位GDP氨氮排放量_公斤每万元,2004,0.457
上海市,单位GDP氨氮排放量_公斤每万元,2005,0.450
上海市,单位GDP氨氮排放量_公斤每万元,2006,0.411
上海市,单位GDP氨氮排放量_公斤每万元,2007,0.346
上海市,单位GDP氨氮排放量_公斤每万元,2008,0.316
上海市,单位GDP氨氮排放量_公斤每万元,2009,0.258
上海市,单位GDP氨氮排放量_公斤每万元,2010,0.214
上海市,单位GDP氨氮排放量_公斤每万元,2011,0.338
上海市,单位GDP氨氮排放量_公斤每万元,2012,0.293
上海市,单位GDP用水总量_立方米每万元,1995,437.7
上海市,单位GDP用水总量_立方米每万元,1996,404.5
上海市,单位GDP用水总量_立方米每万元,1997,343.1
上海市,单位GDP用水总量_立方米每万元,1998,325.1
上海市,单位GDP用水总量_立方米每万元,1999,286.4
上海市,单位GDP用水总量_立方米每万元,2000,251.9
上海市,单位GDP用水总量_立方米每万元,2001,223.5
上海市,单位GDP用水总量_立方米每万元,2002,197.1
上海市,单位GDP用水总量_立方米每万元,2003,183.4
上海市,单位GDP用水总量_立方米每万元,2004,174
上海市,单位GDP用水总量_立方米每万元,2005,160.5
上海市,单位GDP用水总量_立方米每万元,2006,139.2
上海市,单位GDP用水总量_立方米每万元,2007,122.5
上海市,单位GDP用水总量_立方米每万元,2008,111.2
上海市,单位GDP用水总量_立方米每万元,2009,107.5
上海市,单位GDP用水总量_立方米每万元,2010,98.3
上海市,单位GDP用水总量_立方米每万元,2011,89.6
上海市,单位GDP用水总量_立方米每万元,2012,77.6
上海市,单位GDP能源消耗总量_公斤每万元,1995,1786.8
上海市,单位GDP能源消耗总量_公斤每万元,1996,1691.6
上海市,单位GDP能源消耗总量_公斤每万元,1997,1492.5
上海市,单位GDP能源消耗总量_公斤每万元,1998,1385.8
上海市,单位GDP能源消耗总量_公斤每万元,1999,1341.3
上海市,单位GDP能源消耗总量_公斤每万元,2000,1278.3
上海市,单位GDP能源消耗总量_公斤每万元,2001,1223.8
上海市,单位GDP能源消耗总量_公斤每万元,2002,1181
上海市,单位GDP能源消耗总量_公斤每万元,2003,1143.7
上海市,单位GDP能源消耗总量_公斤每万元,2004,1091.3
上海市,单位GDP能源消耗总量_公斤每万元,2005,1088.1
上海市,单位GDP能源消耗总量_公斤每万元,2006,1041.8
上海市,单位GDP能源消耗总量_公斤每万元,2007,985.3
上海市,单位GDP能源消耗总量_公斤每万元,2008,948.1
上海市,单位GDP能源消耗总量_公斤每万元,2009,889.9
上海市,单位GDP能源消耗总量_公斤每万元,2010,871.7
上海市,单位GDP能源消耗总量_公斤每万元,2011,810.6
上海市,单位GDP能源消耗总量_公斤每万元,2012,825.6
上海市,单位GDP重金属排放量_公斤每亿元,1995,10.3
上海市,单位GDP重金属排放量_公斤每亿元,1996,7.2
上海市,单位GDP重金属排放量_公斤每亿元,1997,3.8
上海市,单位GDP重金属排放量_公斤每亿元,1998,4.7
上海市,单位GDP重金属排放量_公斤每亿元,1999,1
上海市,单位GDP重金属排放量_公斤每亿元,2000,1.1
上海市,单位GDP重金属排放量_公斤每亿元,2001,0.4
上海市,单位GDP重金属排放量_公斤每亿元,2002,0.2
上海市,单位GDP重金属排放量_公斤每亿元,2003,0.1
上海市,单位GDP重金属排放量_公斤每亿元,2004,0.2
上海市,单位GDP重金属排放量_公斤每亿元,2005,0.1
上海市,单位GDP重金属排放量_公斤每亿元,2006,0.4
上海市,单位GDP重金属排放量_公斤每亿元,2007,0.0
上海市,单位GDP重金属排放量_公斤每亿元,2008,0.0
上海市,单位GDP重金属排放量_公斤每亿元,2009,0.0
上海市,单位GDP重金属排放量_公斤每亿元,2010,0.0
上海市,单位GDP重金属排放量_公斤每亿元,2011,0.0
上海市,单位GDP重金属排放量_公斤每亿元,2012,0.1
上海市,单位产值农药使用量_吨每亿元,1995,46.13909136
上海市,单位产值农药使用量_吨每亿元,1996,49.98608152
上海市,单位产值农药使用量_吨每亿元,1997,39.66332407
上海市,单位产值农药使用量_吨每亿元,1998,68.45436531
上海市,单位产值农药使用量_吨每亿元,1999,63.00236429
上海市,单位产值农药使用量_吨每亿元,2000,48.47751622
上海市,单位产值农药使用量_吨每亿元,2001,40.14135029
上海市,单位产值农药使用量_吨每亿元,2002,38.19979162
上海市,单位产值农药使用量_吨每亿元,2003,33.47448284
上海市,单位产值农药使用量_吨每亿元,2004,27.70389843
上海市,单位产值农药使用量_吨每亿元,2005,39.51574193
上海市,单位产值农药使用量_吨每亿元,2006,38.79713852
上海市,单位产值农药使用量_吨每亿元,2007,37.2
上海市,单位产值农药使用量_吨每亿元,2008,37.3
上海市,单位产值农药使用量_吨每亿元,2009,33.8
上海市,单位产值农药使用量_吨每亿元,2010,34.4
上海市,单位产值农药使用量_吨每亿元,2011,30.9
上海市,单位产值农药使用量_吨每亿元,2012,28.4
上海市,单位产值化肥施用量_公斤每万元,1995,125
上海市,单位产值化肥施用量_公斤每万元,1996,110.3
上海市,单位产值化肥施用量_公斤每万元,1997,62.8
上海市,单位产值化肥施用量_公斤每万元,1998,69.3
上海市,单位产值化肥施用量_公斤每万元,1999,93
上海市,单位产值化肥施用量_公斤每万元,2000,84.7
上海市,单位产值化肥施用量_公斤每万元,2001,82.8
上海市,单位产值化肥施用量_公斤每万元,2002,70.1
上海市,单位产值化肥施用量_公斤每万元,2003,62.3
上海市,单位产值化肥施用量_公斤每万元,2004,63.4
上海市,单位产值化肥施用量_公斤每万元,2005,68.1
上海市,单位产值化肥施用量_公斤每万元,2006,67.9
上海市,单位产值化肥施用量_公斤每万元,2007,64.9
上海市,单位产值化肥施用量_公斤每万元,2008,66
上海市,单位产值化肥施用量_公斤每万元,2009,58.2
上海市,单位产值化肥施用量_公斤每万元,2010,57.8
上海市,单位产值化肥施用量_公斤每万元,2011,58.8
上海市,单位产值化肥施用量_公斤每万元,2012,53.7
上海市,单位产值工业固体废物排放总量_公斤每万元,1995,547.3
上海市,单位产值工业固体废物排放总量_公斤每万元,1996,462
上海市,单位产值工业固体废物排放总量_公斤每万元,1997,417.4
上海市,单位产值工业固体废物排放总量_公斤每万元,1998,356
上海市,单位产值工业固体废物排放总量_公斤每万元,1999,311.9
上海市,单位产值工业固体废物排放总量_公斤每万元,2000,315
上海市,单位产值工业固体废物排放总量_公斤每万元,2001,337.6
上海市,单位产值工业固体废物排放总量_公斤每万元,2002,301.4
上海市,单位产值工业固体废物排放总量_公斤每万元,2003,279.2
上海市,单位产值工业固体废物排放总量_公斤每万元,2004,266.9
上海市,单位产值工业固体废物排放总量_公斤每万元,2005,259.8
上海市,单位产值工业固体废物排放总量_公斤每万元,2006,242.2
上海市,单位产值工业固体废物排放总量_公斤每万元,2007,220.6
上海市,单位产值工业固体废物排放总量_公斤每万元,2008,218
上海市,单位产值工业固体废物排放总量_公斤每万元,2009,193.5
上海市,单位产值工业固体废物排放总量_公斤每万元,2010,190.5
上海市,单位产值工业固体废物排放总量_公斤每万元,2011,175.7
上海市,单位产值工业固体废物排放总量_公斤每万元,2012,147.2
上海市,单位产值工业废气排放总量_立方米每万元,1995,20384.6
上海市,单位产值工业废气排放总量_立方米每万元,1996,16827.9
上海市,单位产值工业废气排放总量_立方米每万元,1997,14676.9
上海市,单位产值工业废气排放总量_立方米每万元,1998,13965.9
上海市,单位产值工业废气排放总量_立方米每万元,1999,12740.4
上海市,单位产值工业废气排放总量_立方米每万元,2000,13376.7
上海市,单位产值工业废气排放总量_立方米每万元,2001,14648.7
上海市,单位产值工业废气排放总量_立方米每万元,2002,14061.1
上海市,单位产值工业废气排放总量_立方米每万元,2003,13125.2
上海市,单位产值工业废气排放总量_立方米每万元,2004,13018.4
上海市,单位产值工业废气排放总量_立方米每万元,2005,11220.5
上海市,单位产值工业废气排放总量_立方米每万元,2006,11066.5
上海市,单位产值工业废气排放总量_立方米每万元,2007,9771.9
上海市,单位产值工业废气排放总量_立方米每万元,2008,9693.2
上海市,单位产值工业废气排放总量_立方米每万元,2009,8634.6
上海市,单位产值工业废气排放总量_立方米每万元,2010,10093.3
上海市,单位产值工业废气排放总量_立方米每万元,2011,9857.1
上海市,单位产值工业废气排放总量_立方米每万元,2012,8943.6
上海市,单位产值工业废水排放总量_吨每万元,1995,133.2
上海市,单位产值工业废水排放总量_吨每万元,1996,103
上海市,单位产值工业废水排放总量_吨每万元,1997,78.3
上海市,单位产值工业废水排放总量_吨每万元,1998,59.2
上海市,单位产值工业废水排放总量_吨每万元,1999,52.2
上海市,单位产值工业废水排放总量_吨每万元,2000,45
上海市,单位产值工业废水排放总量_吨每万元,2001,41
上海市,单位产值工业废水排放总量_吨每万元,2002,36.3
上海市,单位产值工业废水排放总量_吨每万元,2003,32.1
上海市,单位产值工业废水排放总量_吨每万元,2004,28.5
上海市,单位产值工业废水排放总量_吨每万元,2005,26.4
上海市,单位产值工业废水排放总量_吨每万元,2006,26.3
上海市,单位产值工业废水排放总量_吨每万元,2007,23.1
上海市,单位产值工业废水排放总量_吨每万元,2008,20.8
上海市,单位产值工业废水排放总量_吨每万元,2009,19.8
上海市,单位产值工业废水排放总量_吨每万元,2010,19.3
上海市,单位产值工业废水排放总量_吨每万元,2011,15.4
上海市,单位产值工业废水排放总量_吨每万元,2012,14.7
上海市,单位产值建设用地消耗_亩每亿元,1995,1274.1
上海市,单位产值建设用地消耗_亩每亿元,1996,1169.5
上海市,单位产值建设用地消耗_亩每亿元,1997,1075
上海市,单位产值建设用地消耗_亩每亿元,1998,1009.2
上海市,单位产值建设用地消耗_亩每亿元,1999,945.4
上海市,单位产值建设用地消耗_亩每亿元,2000,881.5
上海市,单位产值建设用地消耗_亩每亿元,2001,802
上海市,单位产值建设用地消耗_亩每亿元,2002,630.6
上海市,单位产值建设用地消耗_亩每亿元,2003,572.5
上海市,单位产值建设用地消耗_亩每亿元,2004,516.5
上海市,单位产值建设用地消耗_亩每亿元,2005,476.2
上海市,单位产值建设用地消耗_亩每亿元,2006,417.5
上海市,单位产值建设用地消耗_亩每亿元,2007,371.2
上海市,单位产值建设用地消耗_亩每亿元,2008,353.2
上海市,单位产值建设用地消耗_亩每亿元,2009,342.4
上海市,单位产值建设用地消耗_亩每亿元,2010,324.9
上海市,单位产值建设用地消耗_亩每亿元,2011,299
上海市,单位产值建设用地消耗_亩每亿元,2012,277.2
上海市,单位产值烟粉尘排放排放总量_公斤每万元,1999,4.5
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2000,3.9
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2001,3.2
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2002,2.3
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2003,2.2
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2004,2
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2005,1.7
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2006,1.4
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2007,1.2
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2008,1.1
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2009,0.9
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2010,0.9
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2011,0.6
上海市,单位产值烟粉尘排放排放总量_公斤每万元,2012,0.5
上海市,单位农业产值COD排放量_公斤每万元,2011,16.7
上海市,单位农业产值COD排放量_公斤每万元,2012,16.18
上海市,单位农业产值塑料地膜使用量_公斤每万元,1995,6.72
上海市,单位农业产值塑料地膜使用量_公斤每万元,1996,7.03
上海市,单位农业产值塑料地膜使用量_公斤每万元,1997,5.14
上海市,单位农业产值塑料地膜使用量_公斤每万元,1998,14.57
上海市,单位农业产值塑料地膜使用量_公斤每万元,1999,13.61
上海市,单位农业产值塑料地膜使用量_公斤每万元,2000,12.46
上海市,单位农业产值塑料地膜使用量_公斤每万元,2001,12.07
上海市,单位农业产值塑料地膜使用量_公斤每万元,2002,11.9
上海市,单位农业产值塑料地膜使用量_公斤每万元,2003,11.94
上海市,单位农业产值塑料地膜使用量_公斤每万元,2004,13.33
上海市,单位农业产值塑料地膜使用量_公斤每万元,2005,14.98
上海市,单位农业产值塑料地膜使用量_公斤每万元,2006,13.74
上海市,单位农业产值塑料地膜使用量_公斤每万元,2007,13.19
上海市,单位农业产值塑料地膜使用量_公斤每万元,2008,13.09
上海市,单位农业产值塑料地膜使用量_公斤每万元,2009,12.62
上海市,单位农业产值塑料地膜使用量_公斤每万元,2010,13.53
上海市,单位农业产值塑料地膜使用量_公斤每万元,2011,13.09
上海市,单位农业产值塑料地膜使用量_公斤每万元,2012,12.23
上海市,单位农业产值总氮排放量_公斤每万元,2011,7.37
上海市,单位农业产值总氮排放量_公斤每万元,2012,7.33
上海市,单位农业产值总磷排放量_公斤每万元,2011,0.98
上海市,单位农业产值总磷排放量_公斤每万元,2012,0.98
上海市,单位农业产值柴油使用量_公斤每万元,1995,72.89
上海市,单位农业产值柴油使用量_公斤每万元,1996,67.3
上海市,单位农业产值柴油使用量_公斤每万元,1997,25.4
上海市,单位农业产值柴油使用量_公斤每万元,1998,69.73
上海市,单位农业产值柴油使用量_公斤每万元,1999,59.29
上海市,单位农业产值柴油使用量_公斤每万元,2000,56.63
上海市,单位农业产值柴油使用量_公斤每万元,2001,46.1
上海市,单位农业产值柴油使用量_公斤每万元,2002,45.16
上海市,单位农业产值柴油使用量_公斤每万元,2003,40.35
上海市,单位农业产值柴油使用量_公斤每万元,2004,50.24
上海市,单位农业产值柴油使用量_公斤每万元,2005,55.66
上海市,单位农业产值柴油使用量_公斤每万元,2006,56.19
上海市,单位农业产值柴油使用量_公斤每万元,2007,66.87
上海市,单位农业产值柴油使用量_公斤每万元,2008,64.05
上海市,单位农业产值柴油使用量_公斤每万元,2009,61.15
上海市,单位农业产值柴油使用量_公斤每万元,2010,72.27
上海市,单位农业产值柴油使用量_公斤每万元,2011,66.81
上海市,单位农业产值柴油使用量_公斤每万元,2012,58.67
上海市,单位农业产值氨氮排放量_公斤每万元,2011,1.47
上海市,单位农业产值氨氮排放量_公斤每万元,2012,1.47
上海市,单位农业产值用水量_立方米每万元,1995,1176.6
上海市,单位农业产值用水量_立方米每万元,1996,937.2
上海市,单位农业产值用水量_立方米每万元,1997,1157.7
上海市,单位农业产值用水量_立方米每万元,1998,1062.3
上海市,单位农业产值用水量_立方米每万元,1999,800.5
上海市,单位农业产值用水量_立方米每万元,2000,672.1
上海市,单位农业产值用水量_立方米每万元,2001,557.3
上海市,单位农业产值用水量_立方米每万元,2002,474.5
上海市,单位农业产值用水量_立方米每万元,2003,639.4
上海市,单位农业产值用水量_立方米每万元,2004,794.1
上海市,单位农业产值用水量_立方米每万元,2005,870.8
上海市,单位农业产值用水量_立方米每万元,2006,860.1
上海市,单位农业产值用水量_立方米每万元,2007,747.7
上海市,单位农业产值用水量_立方米每万元,2008,771.3
上海市,单位农业产值用水量_立方米每万元,2009,777.4
上海市,单位农业产值用水量_立方米每万元,2010,818.6
上海市,单位农业产值用水量_立方米每万元,2011,810.5
上海市,单位农业产值用水量_立方米每万元,2012,853.3
上海市,单位农业产值用电量_千瓦时每万元,1995,2866.22
上海市,单位农业产值用电量_千瓦时每万元,1996,3162.72
上海市,单位农业产值用电量_千瓦时每万元,1997,3153.13
上海市,单位农业产值用电量_千瓦时每万元,1998,3252.38
上海市,单位农业产值用电量_千瓦时每万元,1999,3238.38
上海市,单位农业产值用电量_千瓦时每万元,2000,3213.4
上海市,单位农业产值用电量_千瓦时每万元,2001,3251.62
上海市,单位农业产值用电量_千瓦时每万元,2002,3240.09
上海市,单位农业产值用电量_千瓦时每万元,2003,3514.35
上海市,单位农业产值用电量_千瓦时每万元,2004,4825.6
上海市,单位农业产值用电量_千瓦时每万元,2005,5872.88
上海市,单位农业产值用电量_千瓦时每万元,2006,6934.68
上海市,单位农业产值用电量_千瓦时每万元,2007,7917.34
上海市,单位农业产值用电量_千瓦时每万元,2008,8204.29
上海市,单位农业产值用电量_千瓦时每万元,2009,8884.69
上海市,单位农业产值用电量_千瓦时每万元,2010,9545.63
上海市,单位农业产值用电量_千瓦时每万元,2011,10034.99
上海市,单位农业产值用电量_千瓦时每万元,2012,10218.05
上海市,单位工业增加值COD总量_公斤每万元,1998,10.4
上海市,单位工业增加值COD总量_公斤每万元,1999,9
上海市,单位工业增加值COD总量_公斤每万元,2000,7.4
上海市,单位工业增加值COD总量_公斤每万元,2001,6.4
上海市,单位工业增加值COD总量_公斤每万元,2002,6.2
上海市,单位工业增加值COD总量_公斤每万元,2003,5.7
上海市,单位工业增加值COD总量_公斤每万元,2004,4.3
上海市,单位工业增加值COD总量_公斤每万元,2005,4
上海市,单位工业增加值COD总量_公斤每万元,2006,3.5
上海市,单位工业增加值COD总量_公斤每万元,2007,3
上海市,单位工业增加值COD总量_公斤每万元,2008,2.5
上海市,单位工业增加值COD总量_公斤每万元,2009,2.1
上海市,单位工业增加值COD总量_公斤每万元,2010,1.7
上海市,单位工业增加值COD总量_公斤每万元,2011,1.5
上海市,单位工业增加值COD总量_公斤每万元,2012,1.4
上海市,单位工业增加值二氧化硫总量_公斤每万元,1996,17.3
上海市,单位工业增加值二氧化硫总量_公斤每万元,1997,15.3
上海市,单位工业增加值二氧化硫总量_公斤每万元,1998,13.9
上海市,单位工业增加值二氧化硫总量_公斤每万元,1999,10.4
上海市,单位工业增加值二氧化硫总量_公斤每万元,2000,10.8
上海市,单位工业增加值二氧化硫总量_公斤每万元,2001,9.9
上海市,单位工业增加值二氧化硫总量_公斤每万元,2002,8.4
上海市,单位工业增加值二氧化硫总量_公斤每万元,2003,7.6
上海市,单位工业增加值二氧化硫总量_公斤每万元,2004,7
上海市,单位工业增加值二氧化硫总量_公斤每万元,2005,6.8
上海市,单位工业增加值二氧化硫总量_公斤每万元,2006,6
上海市,单位工业增加值二氧化硫总量_公斤每万元,2007,5.1
上海市,单位工业增加值二氧化硫总量_公斤每万元,2008,4.1
上海市,单位工业增加值二氧化硫总量_公斤每万元,2009,3.3
上海市,单位工业增加值二氧化硫总量_公斤每万元,2010,2.8
上海市,单位工业增加值二氧化硫总量_公斤每万元,2011,1.7
上海市,单位工业增加值二氧化硫总量_公斤每万元,2012,1.5
上海市,单位工业增加值氮氧化物总量_公斤每万元,2006,5.6
上海市,单位工业增加值氮氧化物总量_公斤每万元,2007,4.8
上海市,单位工业增加值氮氧化物总量_公斤每万元,2008,4.4
上海市,单位工业增加值氮氧化物总量_公斤每万元,2009,3.6
上海市,单位工业增加值氮氧化物总量_公斤每万元,2010,3.5
上海市,单位工业增加值氮氧化物总量_公斤每万元,2011,2.4
上海市,单位工业增加值氮氧化物总量_公斤每万元,2012,2
云南省,单位GDP固定资产投资_元每万元,1995,3113.9
云南省,单位GDP固定资产投资_元每万元,1996,2952
云南省,单位GDP固定资产投资_元每万元,1997,3224.6
云南省,单位GDP固定资产投资_元每万元,1998,3672.4
云南省,单位GDP固定资产投资_元每万元,1999,3775.5
云南省,单位GDP固定资产投资_元每万元,2000,3470.3
云南省,单位GDP固定资产投资_元每万元,2001,3436.4
云南省,单位GDP固定资产投资_元每万元,2002,3582.9
云南省,单位GDP固定资产投资_元每万元,2003,3995.2
云南省,单位GDP固定资产投资_元每万元,2004,4317.5
云南省,单位GDP固定资产投资_元每万元,2005,5118.5
云南省,单位GDP固定资产投资_元每万元,2006,5537.9
云南省,单位GDP固定资产投资_元每万元,2007,5781.1
云南省,单位GDP固定资产投资_元每万元,2008,6036.3
云南省,单位GDP固定资产投资_元每万元,2009,7336.4
云南省,单位GDP固定资产投资_元每万元,2010,7653.1
云南省,单位GDP固定资产投资_元每万元,2011,6961.6
云南省,单位GDP固定资产投资_元每万元,2012,7596.1
云南省,单位GDP氨氮排放量_公斤每万元,2001,1.012
云南省,单位GDP氨氮排放量_公斤每万元,2002,0.835
云南省,单位GDP氨氮排放量_公斤每万元,2003,0.768
云南省,单位GDP氨氮排放量_公斤每万元,2004,0.690
云南省,单位GDP氨氮排放量_公斤每万元,2005,0.669
云南省,单位GDP氨氮排放量_公斤每万元,2006,0.631
云南省,单位GDP氨氮排放量_公斤每万元,2007,0.562
云南省,单位GDP氨氮排放量_公斤每万元,2008,0.508
云南省,单位GDP氨氮排放量_公斤每万元,2009,0.431
云南省,单位GDP氨氮排放量_公斤每万元,2010,0.419
云南省,单位GDP氨氮排放量_公斤每万元,2011,0.817
云南省,单位GDP氨氮排放量_公斤每万元,2012,0.710
云南省,单位GDP用水总量_立方米每万元,1995,1129.2
云南省,单位GDP用水总量_立方米每万元,1996,1079.5
云南省,单位GDP用水总量_立方米每万元,1997,926.2
云南省,单位GDP用水总量_立方米每万元,1998,909.7
云南省,单位GDP用水总量_立方米每万元,1999,855.5
云南省,单位GDP用水总量_立方米每万元,2000,794.7
云南省,单位GDP用水总量_立方米每万元,2001,739.5
云南省,单位GDP用水总量_立方米每万元,2002,689.1
云南省,单位GDP用水总量_立方米每万元,2003,623.1
云南省,单位GDP用水总量_立方米每万元,2004,562.9
云南省,单位GDP用水总量_立方米每万元,2005,516.6
云南省,单位GDP用水总量_立方米每万元,2006,456.6
云南省,单位GDP用水总量_立方米每万元,2007,421.6
云南省,单位GDP用水总量_立方米每万元,2008,389.1
云南省,单位GDP用水总量_立方米每万元,2009,346
云南省,单位GDP用水总量_立方米每万元,2010,297.7
云南省,单位GDP用水总量_立方米每万元,2011,260.6
云南省,单位GDP用水总量_立方米每万元,2012,238.6
云南省,单位GDP能源消耗总量_公斤每万元,1995,2160.9
云南省,单位GDP能源消耗总量_公斤每万元,1996,2038.8
云南省,单位GDP能源消耗总量_公斤每万元,1997,2301.5
云南省,单位GDP能源消耗总量_公斤每万元,1998,2088.1
云南省,单位GDP能源消耗总量_公斤每万元,1999,1902.2
云南省,单位GDP能源消耗总量_公斤每万元,2000,1873.5
云南省,单位GDP能源消耗总量_公斤每万元,2001,1765.2
云南省,单位GDP能源消耗总量_公斤每万元,2002,1916.9
云南省,单位GDP能源消耗总量_公斤每万元,2003,1897.9
云南省,单位GDP能源消耗总量_公斤每万元,2004,1996.4
云南省,单位GDP能源消耗总量_公斤每万元,2005,2119.7
云南省,单位GDP能源消耗总量_公斤每万元,2006,2087.5
云南省,单位GDP能源消耗总量_公斤每万元,2007,2004.4
云南省,单位GDP能源消耗总量_公斤每万元,2008,1908.4
云南省,单位GDP能源消耗总量_公斤每万元,2009,1820.5
云南省,单位GDP能源消耗总量_公斤每万元,2010,1750.7
云南省,单位GDP能源消耗总量_公斤每万元,2011,1693.5
云南省,单位GDP能源消耗总量_公斤每万元,2012,1694.3
云南省,单位GDP重金属排放量_公斤每亿元,1995,381.4
云南省,单位GDP重金属排放量_公斤每亿元,1996,301.8
云南省,单位GDP重金属排放量_公斤每亿元,1997,307.9
云南省,单位GDP重金属排放量_公斤每亿元,1998,263.3
云南省,单位GDP重金属排放量_公斤每亿元,1999,219.7
云南省,单位GDP重金属排放量_公斤每亿元,2000,92.6
云南省,单位GDP重金属排放量_公斤每亿元,2001,109.1
云南省,单位GDP重金属排放量_公斤每亿元,2002,70.5
云南省,单位GDP重金属排放量_公斤每亿元,2003,76.4
云南省,单位GDP重金属排放量_公斤每亿元,2004,36.2
云南省,单位GDP重金属排放量_公斤每亿元,2005,23.9
云南省,单位GDP重金属排放量_公斤每亿元,2006,18.6
云南省,单位GDP重金属排放量_公斤每亿元,2007,15.5
云南省,单位GDP重金属排放量_公斤每亿元,2008,4.9
云南省,单位GDP重金属排放量_公斤每亿元,2009,4.7
云南省,单位GDP重金属排放量_公斤每亿元,2010,2.6
云南省,单位GDP重金属排放量_公斤每亿元,2011,14
云南省,单位GDP重金属排放量_公斤每亿元,2012,6.2
云南省,单位产值农药使用量_吨每亿元,1995,28.01289887
云南省,单位产值农药使用量_吨每亿元,1996,39.82965718
云南省,单位产值农药使用量_吨每亿元,1997,42.15615916
云南省,单位产值农药使用量_吨每亿元,1998,37.27052511
云南省,单位产值农药使用量_吨每亿元,1999,32.95194489
云南省,单位产值农药使用量_吨每亿元,2000,38.07123276
云南省,单位产值农药使用量_吨每亿元,2001,37.27612409
云南省,单位产值农药使用量_吨每亿元,2002,36.68882913
云南省,单位产值农药使用量_吨每亿元,2003,35.93502927
云南省,单位产值农药使用量_吨每亿元,2004,36.43039551
云南省,单位产值农药使用量_吨每亿元,2005,35.81241122
云南省,单位产值农药使用量_吨每亿元,2006,35.52508036
云南省,单位产值农药使用量_吨每亿元,2007,36
云南省,单位产值农药使用量_吨每亿元,2008,40.7
云南省,单位产值农药使用量_吨每亿元,2009,38.1
云南省,单位产值农药使用量_吨每亿元,2010,39.5
云南省,单位产值农药使用量_吨每亿元,2011,38.9
云南省,单位产值农药使用量_吨每亿元,2012,41.7
云南省,单位农业产值COD排放量_公斤每万元,2011,5.89
云南省,单位农业产值COD排放量_公斤每万元,2012,5.6
云南省,单位农业产值总磷排放量_公斤每万元,2011,0.73
云南省,单位农业产值总磷排放量_公斤每万元,2012,0.53
云南省,单位产值化肥施用量_公斤每万元,1995,185.5
云南省,单位产值化肥施用量_公斤每万元,1996,190.7
云南省,单位产值化肥施用量_公斤每万元,1997,191.9
云南省,单位产值化肥施用量_公斤每万元,1998,182.6
云南省,单位产值化肥施用量_公斤每万元,1999,148.9
云南省,单位产值化肥施用量_公斤每万元,2000,173.1
云南省,单位产值化肥施用量_公斤每万元,2001,178.9
云南省,单位产值化肥施用量_公斤每万元,2002,178.2
云南省,单位产值化肥施用量_公斤每万元,2003,172.8
云南省,单位产值化肥施用量_公斤每万元,2004,171.8
云南省,单位产值化肥施用量_公斤每万元,2005,167.1
云南省,单位产值化肥施用量_公斤每万元,2006,162.4
云南省,单位产值化肥施用量_公斤每万元,2007,161.9
云南省,单位产值化肥施用量_公斤每万元,2008,159
云南省,单位产值化肥施用量_公斤每万元,2009,153.6
云南省,单位产值化肥施用量_公斤每万元,2010,158
云南省,单位产值化肥施用量_公斤每万元,2011,161.8
云南省,单位产值化肥施用量_公斤每万元,2012,158.5
云南省,单位农业产值氨氮排放量_公斤每万元,2011,0.97
云南省,单位农业产值氨氮排放量_公斤每万元,2012,0.90
云南省,单位产值工业固体废物排放总量_公斤每万元,1995,1756.7
云南省,单位产值工业固体废物排放总量_公斤每万元,1996,1574
云南省,单位产值工业固体废物排放总量_公斤每万元,1997,1423.6
云南省,单位产值工业固体废物排放总量_公斤每万元,1998,1792.6
云南省,单位产值工业固体废物排放总量_公斤每万元,1999,1803.3
云南省,单位产值工业固体废物排放总量_公斤每万元,2000,1721.6
